relative_judge_score,cumulative_average,trend,judge_rank_in_week,week,age,age_group_encoded,industry_encoded,homestate_encoded,partner_encoded,residual,celebrity_name,season
0.05067636882563643,0.944971418056508,0.0677934626783885,-0.05651265904999793,5,0.2922152966172775,0.098673334829568,0.09185622856528712,0.09017528296294595,0.29191165804540786,2.852116880054046,Drew Lachey,2
0.016491878901426813,0.9530519180009162,-0.036236145208270454,-0.0649347207628611,6,0.27388171159305275,0.08400647196240825,0.08391452316890066,0.09620185776015687,0.242881690080913,2.237785471667685,Drew Lachey,2
-0.05975265942129297,0.8198783235902549,0.06864539173348334,-0.052263559792516526,7,0.21975797161331695,0.07525715429820225,0.04303909063446845,0.0885539745607971,0.21642630842917795,1.981026715207885,Drew Lachey,2
0.15152631151933943,-0.20193474142838672,0.04943246929865621,0.19273775391605602,1,-0.21662770636887602,-0.008586050166554959,0.010855551626101943,0.03225920666149754,0.0672664602588773,1.2226180958468524,George Hamilton,2
0.004543165784590228,-0.3461487843396223,-0.09111223053208568,-0.011169494363061914,2,-0.2756550142200329,-0.018711050154885098,-0.00331017001343395,0.004371516219253452,0.10038030449707529,0.1945536749618428,George Hamilton,2
0.033074004606246474,-0.34675465058130417,0.049267973096060166,-0.05138536343088653,3,-0.36575743710656494,-0.013538469923367207,-0.0001792753989627081,0.003622343880348478,0.09919274879150544,-0.4053414335001621,George Hamilton,2
0.012317431482348375,-0.3077723109896895,0.02049041577321699,-0.02372763646502284,4,-0.36052714085748094,-0.013369396311533185,-0.00398911159006462,0.0003280605179502891,0.09853679016804841,-0.3537501285537742,George Hamilton,2
-0.08807855280736833,-0.37515559185107433,-0.06460550178355694,-0.06856731352596031,5,-0.31894239851358785,-0.025523112906569508,-0.02100658687617622,0.0013574759502828827,0.08499397716818828,-1.1715580073544667,George Hamilton,2
-0.12215919046359523,-0.39604724691762844,0.016136815428126415,-0.13015026538414118,6,-0.3694486113515595,-0.027235587249462432,-0.02121928136331453,-0.00402734084169201,0.07246760880894151,-2.167512898049482,George Hamilton,2
-0.048570655735000676,-0.26531146389216465,0.044136728316750355,-0.3334832893257122,1,-0.5076063822959526,-0.017670752032932585,-0.045567275597372926,-0.010169835351644839,0.09337324955775814,-2.132106990985632,Giselle Fernandez,2
-0.026994929077378344,-0.2070677478151468,-0.005019035884401956,-0.1322456897769277,2,-0.5481437261891433,-0.014308177492002923,-0.07912864808920408,-0.028215787191651437,0.047120347834616945,-2.0062187192532708,Giselle Fernandez,2
0.020776504159307922,-0.016260346201756752,-0.011388543399532712,-0.06876046143089237,3,-0.7533915253537458,-0.01980051768558322,-0.07834473762982229,-0.03987657602917203,0.0678232756452591,-2.261767643830256,Giselle Fernandez,2
0.05770789080286648,-0.1533178253753568,0.024054653923725487,-0.0530529008017804,1,-0.11473138402368536,0.011986991455706085,0.06964572806993286,0.010809523074388016,-0.1361267818934714,1.661042162011942,Jerry Rice,2
0.06235416724779882,-0.14593835748217548,-0.034480448513124026,-0.027643668905127664,2,-0.08181418692081938,0.012675166702039406,0.07605982397652036,0.013380221370567318,-0.10631193777155563,1.591867352650556,Jerry Rice,2
0.11034812851686734,-0.10070314486503258,0.12892525406364042,0.003240979702838056,3,-0.05068271867163373,0.008636627605276842,0.061327756967400976,0.006775227631513835,-0.10442663102269559,1.9051071756575653,Jerry Rice,2
0.04723693137739261,-0.14984320618918848,-0.06032168222457305,-0.016858970264830003,4,-0.08225778494332536,0.013922628944982432,0.05748256009116253,0.02460480505134337,-0.0330908081215086,1.2125869030117555,Jerry Rice,2
0.05963574332362772,-0.13011411156034094,0.013005942380882062,0.014878168878511054,5,-0.10725380459696485,0.008037468365485504,0.06333548201561154,0.0032371832810364613,-0.10019014909607683,1.406674383145751,Jerry Rice,2
-0.002191469520023941,-0.11798095568546307,0.053171590953504475,-0.09789549555447799,6,-0.09987961180723615,0.001437488937842567,0.045894789793590615,0.01836195405055359,-0.06899038465977694,0.4652735572903085,Jerry Rice,2
-0.11308076782060282,-0.14819110043782313,0.132456715130629,-0.1404403081237152,7,-0.14782104083751363,-0.007343388976268208,0.04208089411644404,0.01278947083199222,-0.13525075306708143,0.1568971018857485,Jerry Rice,2
-0.0028074488654828743,-0.1352698652618468,0.022849453403866595,0.5011472589918062,1,-0.1840934077896384,-0.007413117206148216,-0.057566829808079825,-0.07307943020742552,-0.2828967331176299,-0.5533677755426427,Kenny Mayne,2
0.15516742571149722,-0.145758986179443,0.04791559652707181,0.01432492031533829,1,-0.14971670086998962,0.00040807161324434086,0.028684633576528513,-0.029441477489880324,0.10341798143023877,1.228262847572556,Lisa Rinna,2
0.08806632688364022,-0.22358060326639637,-0.002298841233165392,0.03267800765524124,2,-0.12450316999201658,-0.003757916153075775,0.021907212438328535,-0.023875225445750273,0.09975965686905264,1.0832642185340355,Lisa Rinna,2
-0.014139798701730232,-0.21925542155400954,-0.12171068084484628,-0.14521099077498997,3,-0.18109740536474547,-0.0010993278879354858,-0.009339231741597736,-0.046506693146268846,0.08446695935846951,-0.3495848413559722,Lisa Rinna,2
-0.25083212091006835,-0.21699083382707143,-0.008618184549302037,-0.2610939992875872,4,-0.3398300294032093,-0.003247239793559674,-0.034585645188018425,-0.06944449622001946,0.08240033345056196,-0.9695092473276756,Lisa Rinna,2
-0.2129015922597989,-0.16226906602498378,0.02087183986328436,-0.16431805500953747,5,-0.3334582427577966,-0.007091586484266717,-0.032155997494565075,-0.034811711505554496,0.05686042412025187,-0.8711934704640063,Lisa Rinna,2
-0.2851273872311535,-0.13678763063775395,-0.06325413656499884,-0.23033280868967415,6,-0.3112952562505214,-0.008129538257553172,-0.05174267121674282,-0.08266532249964413,0.056146854041957545,-1.6760336557405109,Lisa Rinna,2
-0.23600377635706393,-0.09741767348760871,0.010407663548620548,-0.24248409219086406,7,-0.3706190311992884,-0.010126416358100507,-0.06759273882860671,-0.07781241087918495,0.04867366123739347,-2.404373654854658,Lisa Rinna,2
0.2151014998789957,-0.1020756965387103,0.08102830081499929,0.4940465818976421,1,-0.054196177211621406,0.01938348288237552,-0.029603712691341977,0.027203928110258856,-0.23382920403943536,1.5880407840682955,Master P,2
0.11407671358060249,-0.0719400431858936,0.029958030397742856,0.30205854581888186,2,0.005729740989652322,0.018323232817400247,-0.05872702792461029,-0.007369948184771338,-0.18736757082844138,0.5681527860470367,Master P,2
0.04255680833564215,-0.2176004202549878,0.0027138928610183064,0.018111656188849263,3,0.01954000833468852,0.02873231089121298,-0.046318252810746745,0.002917747900548354,-0.4725683045325915,-0.5427291985395112,Master P,2
0.06374643813831518,-0.21078001875927482,0.03154603247269885,0.014538105416750994,4,0.00047962504266112834,0.026915923662186054,-0.04844136224709065,-0.0005774515250695707,-0.48277253616603205,-1.114675997503165,Master P,2
0.00043491527927466407,-0.1923685365743762,0.08675354974603769,-0.07424159919374557,1,0.31303305630175415,0.037736293521225595,0.035858249451779074,0.0003871064911402756,-0.036798494630488336,0.4722585218810158,Stacy Keibler,2
-0.04639021085969519,-0.19128239534724975,-0.31316908042174896,-0.09978350778411016,2,0.29736472902220773,0.03650324110708408,0.043883413617909574,-0.022166321498650866,-0.11194131280823134,-0.4672089894316411,Stacy Keibler,2
-0.0036155870226573035,0.2520799819979529,0.06232461285854851,-0.10084124708176258,3,0.1402589541986655,0.06402920623792235,0.04902517101945285,-0.10873200850225652,-0.24731336913489327,-0.525485173417015,Stacy Keibler,2
-0.017586368351613764,0.20729253720450502,0.06093311051789729,-0.09258921495110947,4,0.08619377090446334,0.044840331856879204,0.06111193071555588,-0.11800423541813965,-0.26400818852403674,-0.3506463893288,Stacy Keibler,2
-0.05519178384099712,0.2736626790783006,-0.1902811033610715,-0.09261256798428359,5,0.06682597977277338,0.031106316533261038,0.04809124965704336,-0.11885690232391324,-0.31294174464696145,-1.0122690500475258,Stacy Keibler,2
-0.06854761214912151,0.3418597042584518,0.05482603821276999,-0.09164491997299398,6,0.016245248727645323,0.023937987825692977,0.063587924857467,-0.13708040950665154,-0.27760861770022266,-1.3040977717856037,Stacy Keibler,2
-0.13578110459589063,0.3727151456435235,0.02597503833038583,-0.08612392341724238,7,-0.10803206401195546,0.016876184000735935,0.02217904648589355,-0.12851050818311896,-0.2639714549380916,-1.732147332738661,Stacy Keibler,2
-0.20550701042118236,-0.19322654472723946,0.04605700450447377,-0.4515357676927736,1,-0.6167532476393639,-0.00922735031673026,-0.022329138932990194,-0.22956984633687816,-0.3131827497687415,-2.6533410353784785,Tatum O'Neal,2
0.13879970252394505,-0.04074599233719614,0.03399510375231227,0.17014583276809347,2,-0.38908989172317604,-0.02647976682031247,-0.004269813405790831,-0.04223653976923202,-0.0958094179297742,-1.1133961739319729,Tatum O'Neal,2
0.04697738176128398,-0.1272426409765459,0.046444455965763624,-0.009246493106470088,1,-0.1089611655224694,-0.016612298136606373,-0.018929390733705975,0.012963883364041428,0.1094296134962422,-0.0261759483450755,Tia Carrere,2
0.06124561068202412,-0.17787473148340016,-0.05113848299711445,0.0006960414325655427,2,-0.01867138323547566,-0.013735029120682873,-0.029710074048464683,0.006155564624505939,0.10539203009151611,-0.2371772319851355,Tia Carrere,2
-0.28860226004955813,-0.18490680334311316,-0.10676552069159725,-0.24423271838303615,3,-0.2652682403750641,-0.013551499460538375,-0.03439422406362486,0.009641992366534248,0.06238613326264338,-1.7210505317899998,Tia Carrere,2
-0.26839758164759026,-0.16129189882872486,0.035959493696710636,-0.199885442486311,4,-0.38551814398267026,-0.024278324487602015,-0.03956342607619189,0.012843482879757508,0.05528356139507213,-1.75846392513612,Tia Carrere,2
-0.03661093876651086,-0.08970504511918499,0.07732066675840964,-0.020591800000928213,5,-0.28872586996394206,-0.016482579631825096,-0.04947245156570879,0.009040175085622399,0.053488882115921496,-1.2847398788395157,Tia Carrere,2
0.1495608781687741,-0.1661010211670462,0.09378082274813361,-0.07939476193387157,1,1.1968340100454555,0.009850773099306038,0.11778866529253895,0.17948260241158814,0.3935125547790324,3.3140942048600843,Emmitt Smith,3
0.1234113252000913,0.43373828111765517,0.06144597179917703,-0.018927692128761723,2,1.3226132570171554,0.03040879651212886,0.16980917001018503,0.2106401084095749,0.39749349736505757,3.855233664918472,Emmitt Smith,3
0.207740996000346,0.531988281513955,0.2539536272000575,0.029664862074916018,3,1.3633121622094302,0.029732069202326405,0.19289849721167387,0.21446458894845993,0.45532738406178996,4.574525483278203,Emmitt Smith,3
0.11768705861862938,-0.10626235465313956,-0.04205790276739011,0.05521247414730319,4,1.4886681547879332,0.013266942975190016,0.1505784056599295,0.17484375438289118,0.289082742682849,3.949618435082737,Emmitt Smith,3
-0.028022545552277685,-0.11885592730622674,-0.022740678876089587,-0.10282417095543193,5,1.3561503994725779,0.014671692530163734,0.21015014789012068,0.14080423142806484,0.21992177493288959,2.677582198260384,Emmitt Smith,3
-0.03156569543968982,0.18284625391856968,0.08962315654525002,-0.07832145661215749,6,1.2981651478922662,0.018041776823612948,0.2098632511814614,0.19911268058404524,0.28120591127998423,2.5909556728474614,Emmitt Smith,3
-0.04761171424933216,0.08210251673926937,-0.06209169915718418,-0.05139070589483061,7,1.3277644360554746,0.01508006960472834,0.22696368815059606,0.1689014760655774,0.24837482236302408,2.2408622305444688,Emmitt Smith,3
-0.06958681891786629,0.24180205145939512,0.046633847236229806,-0.05221647946724381,8,1.2384023747665163,0.006789296481012585,0.2129869934483396,0.15266909122646338,0.24210732758708284,2.341585133620007,Emmitt Smith,3
0.12259461043930177,-0.12456745745082118,0.03205158024509732,0.14751531122479614,1,-0.2093700632785157,-0.017069511369322297,0.02914593348163844,-0.05591301372060208,-0.18726433313734586,-0.0768127616727799,Harry Hamlin,3
0.08485229707404895,-0.20161152426587187,-0.04197499987092701,0.02095367151600234,2,-0.28385128925661807,-0.02112835009862037,0.015602182141071494,-0.013234082219452178,-0.14769615548043613,-0.9522185341004475,Harry Hamlin,3
0.0005428232872759524,-0.26039644933735295,-0.02998814781157222,-0.2132064022875908,3,-0.3906287902448231,-0.021181369286891037,0.0008570155696107976,-0.08474651633784779,-0.261305746976352,-2.7417059506698376,Harry Hamlin,3
0.2561972151139038,-0.1317638803601531,0.06735959454885439,0.6362113793566175,1,-0.048829410694456434,-0.009017751420118526,-0.00056162191636481,0.03617807083705634,0.055788282928432034,1.8579442007760096,Jerry Springer,3
0.14350309471237205,-0.29779084926181515,-0.05556093955664955,0.1702214226175624,2,-0.16308237401487052,-0.014644364815088741,0.023077512745563182,0.05587627416379701,0.05067642944205465,1.226883801916752,Jerry Springer,3
0.035571832950664364,-0.3605365100924749,-0.03602933576119803,-0.04011525483215963,3,-0.30816997600593365,-0.017212565861850448,-0.004443832013948565,0.006243847801685117,0.11465612288436679,-0.1486506392366108,Jerry Springer,3
0.033933796292172004,-0.3599047952707656,0.008487358176359532,-0.0021582302538673973,4,-0.33998290628957434,-0.018228172786779236,0.002590732857177212,0.004418343420704285,0.12107266417447932,-0.0509933763126408,Jerry Springer,3
0.001834976103412528,-0.40670406890321303,-0.038724809641946106,-0.10617804785476956,5,-0.32041909543559755,-0.018865398710010625,-0.009283245432554243,0.004909885062879292,0.08145823135659712,-1.1020020367398984,Jerry Springer,3
-0.03456953342609789,-0.3897560844247986,0.10649944241060012,-0.01913286673890409,6,-0.4194622707574358,-0.02022905168993482,-0.02130855592635169,-0.00566056056782158,0.06161645843396409,-1.4399353092898997,Jerry Springer,3
-0.15232215250366277,-0.4299962524550247,-0.10615122672720237,-0.08302763139236756,7,-0.3543477084617255,-0.03738290649656417,-0.0013489827668930843,-0.019733195160548653,0.07446636696085449,-1.8459672259828863,Jerry Springer,3
-0.034642416730650494,-0.24102325009200887,0.04933475869956397,-0.022316691796833397,1,0.1123405016658971,0.018727005880554096,-0.02501329289595196,-0.01084598139675576,0.05721729645810094,0.997850063862312,Joey Lawrence,3
0.03755310095909109,-0.26353791476471095,-0.34281809683646536,-0.07659750201672863,2,0.14390294325540023,0.02766569258659781,-0.04592979939285677,0.02314707487513206,0.10700903163118447,-0.3284730008514698,Joey Lawrence,3
0.06592647325917436,0.4583122357654027,0.08540784032362793,-0.02050290843536259,3,-0.04562973892584537,0.03087109992925355,-0.18552397482315577,-0.020390911281721064,0.15533246173806436,0.4873340458012958,Joey Lawrence,3
-0.036019493146735075,0.17769998737880524,-0.20798118445319544,-0.04313088362813631,4,0.009434144749239743,0.014028712435005825,-0.1737343211329209,0.002037487644693508,0.15162862136081354,0.1959165676424012,Joey Lawrence,3
-0.009148001089183858,0.24067517171696645,0.048760451551142364,-0.06457270291085533,5,-0.00033105133096958606,0.029972643223933632,-0.1984476207078264,-0.040368120558733914,0.11514623153295721,-0.2955945500801381,Joey Lawrence,3
0.004171125768797911,0.2608693765020094,0.041281080074287324,-0.041210868933668834,6,0.04296190156567366,0.020480027541215612,-0.18995535638616043,-0.007761980008494914,0.10892397124145205,-0.574438906394854,Joey Lawrence,3
-0.07075740367544553,0.15108315521384014,-0.09878557611176939,-0.07129154342246119,7,0.01807955318441457,0.017364344269147545,-0.2320418391177289,-0.01779254946586582,0.12114288797128951,-1.2995085416293517,Joey Lawrence,3
-0.07209343263163676,0.25161324926406786,0.01347826416129293,-0.04708899889913875,8,-0.07348187021475514,0.014295575436339506,-0.14091155658264595,-0.002711725659858112,0.12145936808286766,-1.3702811384082023,Joey Lawrence,3
0.32639406864998904,-0.15221457348122558,0.03935785483084769,-0.08786662021416734,1,0.13467144543334914,0.002481441389692561,-0.02425257148944732,-0.09516841341833067,0.07609261413035784,0.3200274579939881,Mario Lopez,3
0.11939594326228205,0.6098981672916493,0.14001816440380546,0.07348591236020968,2,0.08796863869284663,0.04507724435115346,-0.10043859418342435,-0.08372611314698195,0.10837060625649901,2.5321654294858083,Mario Lopez,3
0.037141496981589264,0.20466249184496974,-0.022798453900081353,-0.04653179190118799,3,0.18385692332303838,0.015261418838638725,-0.05951698796928608,-0.07681691910301938,0.08049654808805594,1.2621483195376788,Mario Lopez,3
-0.017814610897136665,-0.04716737481700067,-0.283554986433759,-0.07187612358507343,4,0.20521249816350806,0.026721898149272755,-0.05968827384293224,-0.12140410635301403,0.08685391249164494,0.2407552626889315,Mario Lopez,3
-0.05515642528058485,0.1229157642910189,0.08614623574626291,-0.10360120866717773,5,0.07593914310803176,0.02555456633564945,-0.11823595004800115,-0.12947993933272023,0.09005995013976525,0.1320601095504381,Mario Lopez,3
-0.027654216335982678,0.3133392653144142,-0.0008130763020237632,-0.07679655494652989,6,0.04935925831530772,0.012712557781409204,-0.16388209400573744,-0.09988381412690935,0.10668666303275018,-0.4469262348944505,Mario Lopez,3
-0.076257018611604,0.4419119875645282,0.04378116569107301,-0.0857825460891563,7,0.07152146179599723,0.010837726445190293,-0.10832983038045496,-0.09240246333246856,0.06641710943824908,-0.0114220283736452,Mario Lopez,3
-0.06858956498260545,0.338067018666816,0.037953054660534946,-0.07221975052627981,8,0.01038441351599144,0.011413069972665094,-0.07804871924693953,-0.1318738252473431,0.07261192661380171,-0.7161139610301224,Mario Lopez,3
-0.02085288302246429,-0.16804121716320897,0.08363538567004875,0.014369294741484871,1,0.12421484599756659,-0.03670420149992719,-0.010424754567612828,-0.01828387712082934,-0.029459248700056322,0.9937367348528258,Monique Coleman,3
-0.017384658799415698,-0.28191047309789175,-0.33083469764179907,-0.11256980198918336,2,0.11451465247973595,-0.05164925562960251,-0.010801772583514347,0.0060041199345192775,-0.06586133802402752,-0.3773966762449757,Monique Coleman,3
-0.044236436725739105,-0.19910577174726402,-0.0300018592159905,-0.07053022804447973,3,0.1835721341980014,-0.04825834218161637,-0.03717585694840457,-0.004570179692622512,-0.015833641773113704,-0.923219334232432,Monique Coleman,3
0.058748176885679355,0.16742964729551196,0.12961904395527513,0.006724824688935009,4,0.13515526402446548,-0.07858400767930958,-0.16960918345834677,-0.04051092997129091,-0.08879254211844925,0.0569878962270264,Monique Coleman,3
-0.07194217581259325,0.017222173273245003,-0.11503800595659548,-0.05221413353731634,5,0.08008029100769856,-0.07300366791659312,-0.17986093653436871,0.012031433507239245,-0.11991457099331922,-1.3025276758786044,Monique Coleman,3
-0.07462949996835108,0.11283681803328663,0.09406206993702954,-0.006979568424558381,6,0.1047225075977661,-0.08309592684104576,-0.18083910662577213,-0.01927665505080775,-0.09425547777220808,-0.9797455107631616,Monique Coleman,3
-0.04405127653336908,-0.011225822855394174,-0.18134441658808614,-0.06602209496478928,7,0.023805672103398626,-0.061902802741876164,-0.1500525264577283,-0.01872565265527118,-0.07439720868683282,-1.3481935499524815,Monique Coleman,3
-0.10978064312505238,0.020481323599015694,0.0388687901827822,-0.06897030192456552,8,-0.0023229058344909257,-0.06340340333889868,-0.1538210137807683,-0.030781488630326544,-0.03560492837311993,-2.0473387270276286,Monique Coleman,3
0.10468438076573885,-0.15199911258522034,0.09348563130425994,0.3125676901897211,1,0.05532887742100233,0.021438934539931623,-0.01921801671235102,-0.053178914659073824,0.062219354512732375,1.913071823812477,Sara Evans,3
0.03823446197432263,-0.2590779983740633,-0.27280976699821363,0.045661631805455544,2,0.15137102377560993,0.03314663097388008,-0.030519048655375237,-0.050377232887104516,-0.001468210988795084,0.3929319577555102,Sara Evans,3
-0.016880223644232653,-0.3246236098999036,-0.28801780970045304,-0.12547889694143352,3,0.20389650906138088,0.028338086995032798,-0.04697846862244465,-0.043925432507929504,-0.058645292715581124,-1.4140586159344577,Sara Evans,3
0.04172341022711847,-0.2589419998166201,0.13494029219329343,0.044306886403263954,4,0.2532663003722112,0.03310549212577822,-0.033942784769169045,-0.06578476057805846,0.060802641605159274,-0.1422578610266055,Sara Evans,3
0.016938475616983705,-0.3868315247935441,-0.24580458213699188,-0.07196426030052991,5,0.0909294295337251,0.023722404964951066,-0.05404425797019733,-0.06775445289800702,-0.05644384577969124,-1.7079292851117431,Sara Evans,3
-0.024830434599872435,-0.35986139582626503,0.0667837585306854,0.02040259563336456,1,0.10946316544498394,0.02207334567205374,-0.013714231922071603,-0.019992455676407433,0.04162021401351403,-1.007875082203404,Shanna Moakler,3
-0.038005370174741454,-0.506158021729197,-0.22210617560560858,0.021125839169907828,2,0.06146428466202167,0.023364776085979966,-0.014281382541633258,-0.024105995270708037,0.03278044464224892,-2.1043052125224024,Shanna Moakler,3
0.07131108900146117,-0.24465607706719103,0.03762672119546016,0.2957876551733328,1,0.43586533775927894,0.005144217314898981,0.006660642203677784,-0.2401798013396982,-0.0507307077083764,0.0951347255894101,Tucker Carlson,3
-0.037701843019866864,-0.16697143240109563,0.047437678083163536,-0.22383737618813698,1,-0.5719979791721482,-0.01646597255114499,-0.014342797407287005,-0.09493643311034271,-0.2391038350967047,-1.4427820171926125,Vivica A. Fox,3
0.024592694227834184,-0.18296254190440356,-0.04016331925641533,-0.18882938019886744,2,-0.4061224415344056,-0.01992450813221279,-0.011972524463810716,-0.07573803241328893,-0.18576243106335857,-1.5933557495720176,Vivica A. Fox,3
-0.2319979942486454,-0.1514318193822481,-0.07947881382509689,-0.3357209420400171,3,-0.6319037309656687,-0.008322094604328744,-0.04154371612901318,-0.08277468102092655,-0.30694260647312677,-2.8170693769652244,Vivica A. Fox,3
-0.016149432804305017,0.01793226766223067,0.06121107268263263,-0.11868672248232491,4,-0.6122756821162804,-0.02299589034259682,-0.07900046660792494,-0.08511433960376859,-0.3531707269401762,-2.304839098739588,Vivica A. Fox,3
0.044263063064351585,-0.1680362559483789,0.10855520832495813,-0.06106956467818189,1,0.11802032102287363,-0.06821818451800828,-0.06750598998857361,-0.1063602600016782,-0.015182046722029727,-1.0727224383045904,Willa Ford,3
0.014374409864334905,-0.2261314879228996,-0.030506140272750074,-0.0114920454033936,2,0.027457896505849667,-0.04650591666270313,-0.05214560789453274,-0.04472715732977794,-0.0254444887554058,-0.7705276002858317,Willa Ford,3
0.02317956130123943,-0.2195956526721888,0.08723265377733486,-0.06949032263684035,3,0.07562909129384252,-0.056154197837142095,-0.05585806287546259,-0.04538169344760081,-0.0017602322462423284,-1.413680334571083,Willa Ford,3
-0.09518380591549064,-0.2732980927548165,-0.24755596229161922,-0.13308197259309032,4,0.02150219338675431,-0.07646431336261937,-0.0702128055654463,-0.06476835215035356,-0.04103261706522218,-2.316369657934922,Willa Ford,3
